height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
8,57,(+7(+(+3(*(+(+33)0)1))(*(+(*4(+(*01)4))8)(*5(*(+91)0))))),16,6,(od(o(od(o(o(odd)d)d))(o(o(od(o(odd)d))d)(od(o(odd)d))))),________________6_6_69_____________0_46_4_________0_00096
8,57,(+7(+(+3(*(+(+38)0)1))(*(+(*4(+(*01)4))8)(*5(*(+91)0))))),21,1,(od(o(od(o(o(odd)d)d))(o(o(od(o(odd)d))d)(od(o(odd)d))))),________________1_1_14_____________0_46_4_________0_00041
2,5,(+00),0,0,(odd),____0
7,29,(*(+(+0(*0(*(+00)0)))0)(*88)),0,0,(o(o(od(od(o(odd)d)))d)(odd)),________________0_000_0____40
5,17,(+6(*9(+7(+27)))),150,0,(od(od(od(odd)))),_____________9640
1,1,8,8,8,d,_
6,21,(+(*(*(+7(+00))3)1)7),28,8,(o(o(o(od(odd))d)d)d),_____________07_1_1_8
7,33,(+(*(*(+7(+(+03)1))7)(+45))(*16)),699,9,(o(o(o(od(o(odd)d))d)(odd))(odd)),_______________3_41_7____93____69
1,1,0,0,0,d,_
2,5,(+10),1,1,(odd),____1
2,5,(*82),16,6,(odd),____6
9,33,(+3(*(*6(*(*6(+9(+(+33)2)))6))7)),25707,7,(od(o(od(o(od(od(o(odd)d)))d))d)),______________________6_872_22_47
1,1,8,8,8,d,_
3,9,(+8(+20)),10,0,(od(odd)),_______20
1,1,5,5,5,d,_
1,1,0,0,0,d,_
4,21,(+(*(*75)6)(*(*75)6)),420,0,(o(o(odd)d)(o(odd)d)),________5_0______5_00
5,17,(*(*4(*(*26)7))2),672,2,(o(od(o(odd)d))d),___________2_46_2
5,17,(*(+(+5(+34))7)8),152,2,(o(o(od(odd))d)d),___________72_9_2
5,25,(*(+(*90)0)(+(*9(*28))1)),0,0,(o(o(odd)d)(o(od(odd))d)),________0_0_________64_50
7,33,(+(*(*(+7(+(+31)7))(+45))(*16))9),981,1,(o(o(o(od(o(odd)d))(odd))(odd))d),_______________4_18____92____62_1
4,21,(+(*(*75)6)(*(*75)9)),525,5,(o(o(odd)d)(o(odd)d)),________5_0______5_55
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
6,29,(+(+(*(+7(+31))7)(+45))(*16)),92,2,(o(o(o(od(odd))d)(odd))(odd)),_____________41_7____96____62
8,29,(+1(*6(*(*6(+9(+(+33)2)))6))),3673,3,(od(od(o(od(od(o(odd)d)))d))),____________________6_872_223
2,5,(+37),10,0,(odd),____0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
2,5,(*60),0,0,(odd),____0
1,1,7,7,7,d,_
1,1,1,1,1,d,_
1,1,4,4,4,d,_
2,5,(+39),12,2,(odd),____2
5,21,(*(*(+(+01)4)(+71))1),40,0,(o(o(o(odd)d)(odd))d),__________1_5____80_0
5,17,(+3(+3(+8(+61)))),21,1,(od(od(od(odd)))),_____________7581
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
3,9,(*(+00)1),0,0,(o(odd)d),______0_0
1,1,3,3,3,d,_
3,9,(+(*13)0),3,3,(o(odd)d),______3_3
6,29,(+(*(*(+7(+31))7)(+45))(*16)),699,9,(o(o(o(od(odd))d)(odd))(odd)),_____________41_7____93____69
3,9,(*(*42)2),16,6,(o(odd)d),______8_6
6,37,(*(+(+0(*0(*10)))0)(+(+0(*0(*10)))0)),0,0,(o(o(od(od(odd)))d)(o(od(od(odd)))d)),______________000_0____________000_00
3,9,(*0(*20)),0,0,(od(odd)),_______00
4,21,(+(*(*75)9)(*(*75)9)),630,0,(o(o(odd)d)(o(odd)d)),________5_5______5_50
3,9,(*(*82)4),64,4,(o(odd)d),______6_4
2,5,(+93),12,2,(odd),____2
1,1,9,9,9,d,_
5,17,(*(*(+(+01)4)1)0),0,0,(o(o(o(odd)d)d)d),__________1_5_5_0
1,1,6,6,6,d,_
3,9,(*(+12)0),0,0,(o(odd)d),______3_0
2,5,(+02),2,2,(odd),____2
2,5,(*51),5,5,(odd),____5
1,1,1,1,1,d,_
3,9,(*(+00)2),0,0,(o(odd)d),______0_0
5,17,(*(+9(+(*75)6))5),250,0,(o(od(o(odd)d))d),___________5_10_0
6,25,(*(+84)(+5(+7(+2(+61))))),252,2,(o(odd)(od(od(od(odd))))),______2_____________79612
4,13,(+(*(*75)6)0),210,0,(o(o(odd)d)d),________5_0_0
3,9,(*6(*48)),192,2,(od(odd)),_______22
5,21,(*(*(+00)(*4(+71)))1),0,0,(o(o(odd)(od(odd)))d),________0_______820_0
2,5,(+33),6,6,(odd),____6
2,5,(+71),8,8,(odd),____8
7,33,(+(+(+(*99)(+(+7(*69))(+06)))5)1),154,4,(o(o(o(odd)(o(od(odd))(odd)))d)d),__________1_________41____678_3_4
2,5,(*36),18,8,(odd),____8
3,9,(*8(*39)),216,6,(od(odd)),_______76
6,21,(*6(*(+(*2(*13))0)9)),324,4,(od(o(o(od(odd))d)d)),______________36_6_44
4,17,(+(*(*16)(+36))4),58,8,(o(o(odd)(odd))d),________6____94_8
1,1,6,6,6,d,_
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
9,49,(+(+22)(+(*33)(+(+44)(*(+17)(*6(*(*(+02)9)8)))))),6933,3,(o(odd)(o(odd)(o(odd)(o(odd)(od(o(o(odd)d)d)))))),______4______9______8______8___________2_8_442093
4,13,(*1(+2(+23))),7,7,(od(od(odd))),__________577
1,1,0,0,0,d,_
2,5,(+11),2,2,(odd),____2
2,5,(+00),0,0,(odd),____0
4,13,(*(*7(*61))7),294,4,(o(od(odd))d),_________62_4
8,29,(+0(*(+0(*9(*0(*(+42)1))))5)),0,0,(od(o(od(od(od(o(odd)d))))d)),____________________6_6000_00
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
4,17,(*(*00)(*0(*34))),0,0,(o(odd)(od(odd))),______0_______200
1,1,1,1,1,d,_
1,1,6,6,6,d,_
2,5,(*00),0,0,(odd),____0
3,9,(*0(*99)),0,0,(od(odd)),_______10
8,29,(*(*6(+3(*2(*6(*(+53)3)))))2),3492,2,(o(od(od(od(od(o(odd)d)))))d),____________________8_44816_2
2,5,(+33),6,6,(odd),____6
2,5,(*85),40,0,(odd),____0
1,1,5,5,5,d,_
3,9,(*8(*99)),648,8,(od(odd)),_______18
2,5,(*92),18,8,(odd),____8
9,49,(+(*22)(+(*33)(+(+44)(*(+17)(*6(*(*(+02)9)8)))))),6933,3,(o(odd)(o(odd)(o(odd)(o(odd)(od(o(o(odd)d)d)))))),______4______9______8______8___________2_8_442093
2,5,(*10),0,0,(odd),____0
2,5,(*44),16,6,(odd),____6
3,9,(+9(+82)),19,9,(od(odd)),_______09
4,17,(+(*(+66)(+36))4),112,2,(o(o(odd)(odd))d),________2____98_2
3,9,(*5(*18)),40,0,(od(odd)),_______80
3,9,(+0(*65)),30,0,(od(odd)),_______00
1,1,7,7,7,d,_
6,25,(+1(+(+9(+(*29)1))(*77))),78,8,(od(o(od(o(odd)d))(odd))),______________8_98____978
1,1,4,4,4,d,_
2,5,(*83),24,4,(odd),____4
2,5,(*55),25,5,(odd),____5
4,17,(+(*(+66)(+66))4),148,8,(o(o(odd)(odd))d),________2____24_8
5,21,(+7(+(*57)(*9(*39)))),285,5,(od(o(odd)(od(odd)))),_________5_______7385
5,25,(*3(+(+1(*42))(*9(*80)))),27,7,(od(o(od(odd))(od(odd)))),____________89_______0097
3,9,(*6(*26)),72,2,(od(odd)),_______22
4,17,(*(*08)(*0(*34))),0,0,(o(odd)(od(odd))),______0_______200
4,13,(+0(+9(*79))),72,2,(od(od(odd))),__________322
2,5,(*84),32,2,(odd),____2
4,17,(*(*00)(*0(*44))),0,0,(o(odd)(od(odd))),______0_______600
10,65,(+1(+(+9(+(*29)1))(*(+(*7(+(*(+99)9)6))(+(*(*(*(*48)7)3)0)2))1))),1207,7,(od(o(od(o(odd)d))(o(o(od(o(o(odd)d)d))(o(o(o(o(odd)d)d)d)d))d))),______________8_98_______________8_2_86____________2_4_2_0_28_867
2,5,(+36),9,9,(odd),____9
3,9,(*2(+39)),24,4,(od(odd)),_______24
1,1,4,4,4,d,_
2,5,(+63),9,9,(odd),____9
4,17,(+(*(+66)(+36))4),112,2,(o(o(odd)(odd))d),________2____98_2
3,9,(*9(+00)),0,0,(od(odd)),_______00
2,5,(*04),0,0,(odd),____0
4,17,(*(+(+00)2)(*85)),80,0,(o(o(odd)d)(odd)),________0_2____00
1,1,1,1,1,d,_
2,5,(+66),12,2,(odd),____2
7,33,(+(+(*(*99)(+(+7(*69))(+06)))5)1),5433,3,(o(o(o(odd)(o(od(odd))(odd)))d)d),__________1_________41____677_2_3
6,21,(*7(*(+(*5(*17))3)6)),1596,6,(od(o(o(od(odd))d)d)),______________75_8_86
2,5,(*65),30,0,(odd),____0
2,5,(*07),0,0,(odd),____0
2,5,(*22),4,4,(odd),____4
3,9,(*6(*66)),216,6,(od(odd)),_______66
4,17,(+(*(*66)(+36))4),328,8,(o(o(odd)(odd))d),________6____94_8
3,9,(*9(+22)),36,6,(od(odd)),_______46
3,9,(*9(+09)),81,1,(od(odd)),_______91
1,1,3,3,3,d,_
1,1,8,8,8,d,_
2,5,(*99),81,1,(odd),____1
1,1,2,2,2,d,_
1,1,3,3,3,d,_
1,1,1,1,1,d,_
2,5,(+12),3,3,(odd),____3
4,17,(*(+(+64)7)(*39)),459,9,(o(o(odd)d)(odd)),________0_7____79
1,1,9,9,9,d,_
1,1,7,7,7,d,_
2,5,(+44),8,8,(odd),____8
4,17,(*(+(*00)2)(*85)),80,0,(o(o(odd)d)(odd)),________0_2____00
2,5,(*88),64,4,(odd),____4
3,9,(+9(+22)),13,3,(od(odd)),_______43
2,5,(+38),11,1,(odd),____1
4,13,(*(+(+20)0)2),4,4,(o(o(odd)d)d),________2_2_4
2,5,(+77),14,4,(odd),____4
3,13,(+(+55)(*55)),35,5,(o(odd)(odd)),______0____55
5,25,(+(*(+(+66)5)(+02))(*10)),34,4,(o(o(o(odd)d)(odd))(odd)),__________2_7____24____04
1,1,0,0,0,d,_
2,5,(*68),48,8,(odd),____8
3,9,(*3(+00)),0,0,(od(odd)),_______00
3,9,(+(+55)6),16,6,(o(odd)d),______0_6
1,1,6,6,6,d,_
7,49,(*(*07)(+(*(*78)3)(+6(*(*(*12)1)(+(*92)(+69)))))),0,0,(o(odd)(o(o(odd)d)(od(o(o(odd)d)(o(odd)(odd)))))),______0________6_8___________2_2______8____536200
2,5,(*24),8,8,(odd),____8
4,17,(*(+(*31)(+67))1),16,6,(o(o(odd)(odd))d),________3____36_6
2,5,(+19),10,0,(odd),____0
1,1,3,3,3,d,_
1,1,5,5,5,d,_
9,57,(*0(+(*(*(*(+(*(*11)9)9)(*(*(*18)5)6))(+(+52)2))9)(*67))),0,0,(od(o(o(o(o(o(o(odd)d)d)(o(o(odd)d)d))(o(odd)d))d)(odd))),___________________1_9_8________8_0_00______7_90_0____220
2,5,(*69),54,4,(odd),____4
3,9,(+7(+94)),20,0,(od(odd)),_______30
2,5,(+10),1,1,(odd),____1
2,5,(+66),12,2,(odd),____2
7,25,(+(*(*(*(+(+00)0)0)8)0)0),0,0,(o(o(o(o(o(odd)d)d)d)d)d),______________0_0_0_0_0_0
2,5,(*66),36,6,(odd),____6
4,13,(*(+7(+61))8),112,2,(o(od(odd))d),_________74_2
1,1,0,0,0,d,_
4,21,(*(*59)(*(*60)(+29))),0,0,(o(odd)(o(odd)(odd))),______5______0____100
2,5,(*43),12,2,(odd),____2
2,5,(+99),18,8,(odd),____8
2,5,(+27),9,9,(odd),____9
2,5,(+33),6,6,(odd),____6
9,57,(*0(+(*(*(*(+(+(*11)9)9)(*(*(*18)5)6))(+(+52)2))9)(*67))),0,0,(od(o(o(o(o(o(o(odd)d)d)(o(o(odd)d)d))(o(odd)d))d)(odd))),___________________1_0_9________8_0_00______7_90_0____220
5,21,(+(*(*(*00)0)0)(*49)),36,6,(o(o(o(odd)d)d)(odd)),__________0_0_0____66
3,9,(+4(*47)),32,2,(od(odd)),_______82
2,5,(*33),9,9,(odd),____9
2,5,(*44),16,6,(odd),____6
7,49,(*(*77)(+(*(*78)3)(+6(*(*(*12)1)(+(*92)(+69)))))),11760,0,(o(odd)(o(o(odd)d)(od(o(o(odd)d)(o(odd)(odd)))))),______9________6_8___________2_2______8____536200
7,49,(+(*7(+9(*5(*6(*20)))))(+(*(*(*62)5)3)(+8(+38)))),262,2,(o(od(od(od(od(odd)))))(o(o(o(odd)d)d)(od(odd)))),__________________00093__________2_0_0_______1992
3,13,(*(+20)(+00)),0,0,(o(odd)(odd)),______2____00
3,9,(+(+55)0),10,0,(o(odd)d),______0_0
2,5,(*33),9,9,(odd),____9
7,25,(*(*(*(*(+(+32)8)0)0)4)7),0,0,(o(o(o(o(o(odd)d)d)d)d)d),______________5_3_0_0_0_0
5,21,(*1(*7(*(+11)(+11)))),28,8,(od(od(o(odd)(odd)))),____________2____2488
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
10,45,(+(*(*65)(*5(*6(+(+0(+(+7(+38))4))(+86)))))6),32406,6,(o(o(odd)(od(od(o(od(o(od(odd))d))(odd)))))d),________0____________________18_22____46600_6
7,41,(+(*(*0(*(+1(+10))0))(+(+0(+38))4))(+86)),14,4,(o(o(od(o(od(odd))d))(o(od(odd))d))(odd)),________________12_00_________11_50____44
7,41,(+(*(*0(*(+1(+10))0))(+(+7(+38))4))(+86)),14,4,(o(o(od(o(od(odd))d))(o(od(odd))d))(odd)),________________12_00_________18_20____44
7,29,(+(+(+0(*(*(*27)8)7))(+18))2),795,5,(o(o(od(o(o(odd)d)d))(odd))d),_______________4_2_44____93_5
3,9,(*3(*00)),0,0,(od(odd)),_______00
3,9,(+4(*00)),4,4,(od(odd)),_______04
7,25,(*(*(*(*(+(+33)8)0)0)4)7),0,0,(o(o(o(o(o(odd)d)d)d)d)d),______________6_4_0_0_0_0
10,41,(*1(*7(+(+0(*(+1(*(*(*01)0)0))1))(+11)))),21,1,(od(od(o(od(o(od(o(o(odd)d)d))d))(odd)))),________________________0_0_01_11____2311
4,21,(*(*56)(*(*60)(+29))),0,0,(o(odd)(o(odd)(odd))),______0______0____100
3,9,(+0(*55)),25,5,(od(odd)),_______55
7,49,(*(+07)(+(*(*78)3)(+6(*(*(*12)1)(+(*92)(+69)))))),1680,0,(o(odd)(o(o(odd)d)(od(o(o(odd)d)(o(odd)(odd)))))),______7________6_8___________2_2______8____536200
7,25,(*(*(*(*(+(+00)0)0)8)0)0),0,0,(o(o(o(o(o(odd)d)d)d)d)d),______________0_0_0_0_0_0
1,1,2,2,2,d,_
1,1,4,4,4,d,_
2,5,(*90),0,0,(odd),____0
4,21,(*(*56)(*(*60)(+69))),0,0,(o(odd)(o(odd)(odd))),______0______0____500
7,25,(*(*(*(*(+(+00)0)8)0)0)4),0,0,(o(o(o(o(o(odd)d)d)d)d)d),______________0_0_0_0_0_0
3,9,(+(+80)7),15,5,(o(odd)d),______8_5
4,17,(*(*59)(*(*66)3)),4860,0,(o(odd)(o(odd)d)),______5______6_80
7,29,(+(*(*(*(+(+00)0)0)0)0)(*49)),36,6,(o(o(o(o(o(odd)d)d)d)d)(odd)),______________0_0_0_0_0____66
2,5,(+80),8,8,(odd),____8
9,53,(*(+(+7(+(*(*78)3)(+6(*(*(*12)1)(+(*92)(+69))))))4)1),251,1,(o(o(od(o(o(odd)d)(od(o(o(odd)d)(o(odd)(odd))))))d)d),_______________6_8___________2_2______8____536207_1_1
4,13,(*5(*0(+88))),0,0,(od(od(odd))),__________600
8,29,(*9(+5(+8(*4(*4(+(+45)2)))))),1701,1,(od(od(od(od(od(o(odd)d)))))),_____________________9_146491
1,1,7,7,7,d,_
10,41,(*1(*7(+(+0(*(+1(*(*(*11)0)0))1))(+11)))),21,1,(od(od(o(od(o(od(o(o(odd)d)d))d))(odd)))),________________________1_0_01_11____2311
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
2,5,(+16),7,7,(odd),____7
2,5,(*64),24,4,(odd),____4
5,25,(+(*(+(+06)5)(+02))(*10)),22,2,(o(o(o(odd)d)(odd))(odd)),__________6_1____22____02
3,13,(+(*55)(*55)),50,0,(o(odd)(odd)),______5____50
1,1,0,0,0,d,_
4,21,(*(*56)(*(*66)(+69))),16200,0,(o(odd)(o(odd)(odd))),______0______6____500
2,5,(+00),0,0,(odd),____0
1,1,0,0,0,d,_
4,21,(*(*56)(*(*66)(+66))),12960,0,(o(odd)(o(odd)(odd))),______0______6____220
2,5,(+11),2,2,(odd),____2
1,1,1,1,1,d,_
1,1,4,4,4,d,_
2,5,(*00),0,0,(odd),____0
10,41,(*1(*7(*(+0(*(+1(*(*(*11)0)0))1))(+11)))),14,4,(od(od(o(od(o(od(o(o(odd)d)d))d))(odd)))),________________________1_0_01_11____2244
1,1,9,9,9,d,_
1,1,6,6,6,d,_
3,9,(*3(*00)),0,0,(od(odd)),_______00
7,49,(*(*77)(+(*(*88)3)(+6(*(*(*12)1)(+(*92)(+69)))))),12936,6,(o(odd)(o(o(odd)d)(od(o(o(odd)d)(o(odd)(odd)))))),______9________4_2___________2_2______8____536246
3,9,(+(*91)9),18,8,(o(odd)d),______9_8
2,5,(+88),16,6,(odd),____6
1,1,0,0,0,d,_
2,5,(*73),21,1,(odd),____1
4,13,(*(*(+41)9)4),180,0,(o(o(odd)d)d),________5_5_0
1,1,8,8,8,d,_
9,45,(*(*(*6(+(*(*25)4)(+(*(*(*06)4)7)9)))(*42))5),11760,0,(o(o(od(o(o(odd)d)(o(o(o(odd)d)d)d)))(odd))d),_______________0_0__________0_0_0_994____82_0
3,13,(+(*18)(+11)),10,0,(o(odd)(odd)),______8____20
4,13,(*6(*1(+04))),24,4,(od(od(odd))),__________444
10,49,(*5(*(*(*(+95)(+(+32)(*9(*(+61)(*(*70)6)))))1)3)),1050,0,(od(o(o(o(odd)(o(odd)(od(o(odd)(o(odd)d)))))d)d)),_____________4______5_________7______0_00050_0_00
4,21,(*(*31)(*(*75)(+08))),840,0,(o(odd)(o(odd)(odd))),______3______5____800
5,25,(*(+8(+(+32)6))(+2(+80))),190,0,(o(od(o(odd)d))(od(odd))),___________5_19_______800
1,1,8,8,8,d,_
2,5,(*66),36,6,(odd),____6
2,5,(*09),0,0,(odd),____0
2,5,(*80),0,0,(odd),____0
3,9,(*2(+44)),16,6,(od(odd)),_______86
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
1,1,6,6,6,d,_
4,13,(+(+(*08)0)5),5,5,(o(o(odd)d)d),________0_0_5
2,5,(*88),64,4,(odd),____4
9,45,(*(*(*6(+(*(*25)4)(+(*1(*(+00)4))7)))9)(*42)),20304,4,(o(o(od(o(o(odd)d)(o(od(o(odd)d))d)))d)(odd)),_______________0_0___________0_00_772_8____84
1,1,7,7,7,d,_
3,13,(*(*75)(*52)),350,0,(o(odd)(odd)),______5____00
2,5,(*27),14,4,(odd),____4
4,13,(*1(+(+68)8)),22,2,(od(o(odd)d)),_________4_22
1,1,5,5,5,d,_
3,13,(*(*75)(*12)),70,0,(o(odd)(odd)),______5____20
3,9,(*(+00)4),0,0,(o(odd)d),______0_0
1,1,8,8,8,d,_
2,5,(*56),30,0,(odd),____0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
5,17,(*(*7(*9(*43)))9),6804,4,(o(od(od(odd)))d),____________286_4
1,1,0,0,0,d,_
2,5,(+11),2,2,(odd),____2
3,13,(*(*55)(*55)),625,5,(o(odd)(odd)),______5____55
6,25,(+6(+(*96)(*0(*(*41)9)))),60,0,(od(o(odd)(od(o(odd)d)))),_________4_________4_6040
2,5,(*33),9,9,(odd),____9
6,21,(+(+(+(*9(+00))0)0)0),0,0,(o(o(o(od(odd))d)d)d),_____________00_0_0_0
4,21,(*(*33)(*(*75)(+08))),2520,0,(o(odd)(o(odd)(odd))),______9______5____800
3,9,(*(+04)4),16,6,(o(odd)d),______4_6
1,1,4,4,4,d,_
2,5,(*88),64,4,(odd),____4
2,5,(+04),4,4,(odd),____4
5,21,(+5(+(*23)(+8(+55)))),29,9,(od(o(odd)(od(odd)))),_________6_______0849
4,13,(*(*7(*14))3),84,4,(o(od(odd))d),_________48_4
3,13,(*(*55)(*52)),250,0,(o(odd)(odd)),______5____00
4,13,(*(+0(+00))2),0,0,(o(od(odd))d),_________00_0
3,13,(*(*55)(*00)),0,0,(o(odd)(odd)),______5____00
3,9,(*2(+14)),10,0,(od(odd)),_______50
2,5,(*22),4,4,(odd),____4
5,25,(+5(+(+8(+55))(+8(+55)))),41,1,(od(o(od(odd))(od(odd)))),____________08_______0861
2,5,(+44),8,8,(odd),____8
4,13,(+(+(*88)0)5),69,9,(o(o(odd)d)d),________4_4_9
1,1,2,2,2,d,_
4,13,(*(+(+00)0)9),0,0,(o(o(odd)d)d),________0_0_0
4,13,(*(+(+00)0)0),0,0,(o(o(odd)d)d),________0_0_0
2,5,(+00),0,0,(odd),____0
4,13,(+5(+(+80)5)),18,8,(od(o(odd)d)),_________8_38
6,21,(+(+(+(*9(*93))4)3)8),258,8,(o(o(o(od(odd))d)d)d),_____________73_7_0_8
3,9,(*(*75)1),35,5,(o(odd)d),______5_5
2,5,(+89),17,7,(odd),____7
5,21,(*(+(*(*55)0)(+76))2),26,6,(o(o(o(odd)d)(odd))d),__________5_0____33_6
2,5,(*10),0,0,(odd),____0
4,13,(*(+0(+32))6),30,0,(o(od(odd))d),_________55_0
9,45,(+(*6(+(+49)(+(+(+22)8)(+0(*(*2(+72))2)))))6),372,2,(o(od(o(odd)(o(o(odd)d)(od(o(od(odd))d)))))d),___________3________4_2____________98_66816_2
1,1,0,0,0,d,_
1,1,2,2,2,d,_
2,5,(+99),18,8,(odd),____8
8,45,(*(+(+3(+8(*(*59)4)))(*0(*8(+2(*(*57)8)))))9),1719,9,(o(o(od(od(o(odd)d)))(od(od(od(o(odd)d)))))d),________________5_081_______________5_02601_9
3,9,(+(+00)4),4,4,(o(odd)d),______0_4
5,25,(+(+(*3(+35))6)(*3(+71))),54,4,(o(o(od(odd))d)(od(odd))),___________84_0_______844
1,1,9,9,9,d,_
1,1,5,5,5,d,_
1,1,5,5,5,d,_
2,5,(*00),0,0,(odd),____0
1,1,1,1,1,d,_
5,25,(+(+(*3(+55))6)(*3(+71))),60,0,(o(o(od(odd))d)(od(odd))),___________00_6_______840
4,13,(*(+(+00)0)2),0,0,(o(o(odd)d)d),________0_0_0
5,21,(*7(*(+(*50)(+76))2)),182,2,(od(o(o(odd)(odd))d)),___________0____33_62
2,5,(+33),6,6,(odd),____6
2,5,(*45),20,0,(odd),____0
1,1,3,3,3,d,_
4,13,(*(+0(+03))2),6,6,(o(od(odd))d),_________33_6
4,13,(*(*7(*44))3),336,6,(o(od(odd))d),_________62_6
5,21,(*(+(*(*15)0)(+76))2),26,6,(o(o(o(odd)d)(odd))d),__________5_0____33_6
1,1,4,4,4,d,_
1,1,0,0,0,d,_
2,5,(+88),16,6,(odd),____6
2,5,(*33),9,9,(odd),____9
4,13,(*(*(+31)7)3),84,4,(o(o(odd)d)d),________4_8_4
4,17,(+(*(+11)(+11))3),7,7,(o(o(odd)(odd))d),________2____24_7
2,5,(+00),0,0,(odd),____0
2,5,(+30),3,3,(odd),____3
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
3,9,(+(*09)5),5,5,(o(odd)d),______0_5
3,9,(+(*11)4),5,5,(o(odd)d),______1_5
6,25,(+2(+(+6(*2(*92)))(+20))),46,6,(od(o(od(od(odd)))(odd))),_______________862____246
3,9,(+(+27)1),10,0,(o(odd)d),______9_0
1,1,1,1,1,d,_
3,9,(+0(+93)),12,2,(od(odd)),_______22
2,5,(+10),1,1,(odd),____1
2,5,(+55),10,0,(odd),____0
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
4,13,(+(*(+11)7)3),17,7,(o(o(odd)d)d),________2_4_7
2,5,(*44),16,6,(odd),____6
2,5,(+22),4,4,(odd),____4
1,1,3,3,3,d,_
2,5,(+05),5,5,(odd),____5
2,5,(+99),18,8,(odd),____8
3,9,(+0(+33)),6,6,(od(odd)),_______66
7,33,(*0(+(+0(*8(+5(+80))))(*0(+23)))),0,0,(od(o(od(od(od(odd))))(od(odd)))),__________________8344_______5040
1,1,8,8,8,d,_
4,13,(*(*(+11)7)3),42,2,(o(o(odd)d)d),________2_4_2
2,5,(+88),16,6,(odd),____6
1,1,5,5,5,d,_
2,5,(*01),0,0,(odd),____0
3,9,(+(*95)3),48,8,(o(odd)d),______5_8
2,5,(+33),6,6,(odd),____6
7,45,(*(*33)(+(+(*(*92)5)0)(*6(*(*67)(*(*00)1))))),810,0,(o(odd)(o(o(o(odd)d)d)(od(o(odd)(o(odd)d))))),______9__________8_0_0_________2______0_00000
3,9,(+(+09)5),14,4,(o(odd)d),______9_4
1,1,8,8,8,d,_
3,9,(+1(+63)),10,0,(od(odd)),_______90
2,5,(+28),10,0,(odd),____0
2,5,(+93),12,2,(odd),____2
1,1,6,6,6,d,_
6,29,(+(*(*98)5)(*3(*4(*4(+35))))),744,4,(o(o(odd)d)(od(od(od(odd))))),________2_0_____________82844
2,5,(+11),2,2,(odd),____2
1,1,2,2,2,d,_
5,21,(*9(+(+(+05)(*51))4)),126,6,(od(o(o(odd)(odd))d)),___________5____50_46
2,5,(*00),0,0,(odd),____0
1,1,4,4,4,d,_
4,17,(+(*(+11)(+11))0),4,4,(o(o(odd)(odd))d),________2____24_4
5,17,(+9(+(*2(*00))0)),9,9,(od(o(od(odd))d)),____________00_09
2,5,(*40),0,0,(odd),____0
5,29,(+(+(*2(*00))0)(+(*2(*00))0)),0,0,(o(o(od(odd))d)(o(od(odd))d)),___________00_0_________00_00
7,29,(+9(+(*2(*(+(*00)4)(+07)))5)),70,0,(od(o(od(o(o(odd)d)(odd)))d)),________________0_4____786_10
4,13,(*0(+1(+07))),0,0,(od(od(odd))),__________780
2,5,(*22),4,4,(odd),____4
2,5,(*11),1,1,(odd),____1
1,1,7,7,7,d,_
3,9,(*(*07)3),0,0,(o(odd)d),______0_0
6,21,(+9(+(*2(*(+00)0))4)),13,3,(od(o(od(o(odd)d))d)),______________0_00_43
2,5,(*12),2,2,(odd),____2
1,1,4,4,4,d,_
2,5,(*05),0,0,(odd),____0
2,5,(+79),16,6,(odd),____6
2,5,(*51),5,5,(odd),____5
3,9,(+(+00)5),5,5,(o(odd)d),______0_5
6,21,(*(*0(*0(*(*92)5)))0),0,0,(o(od(od(o(odd)d)))d),______________8_000_0
5,21,(*(*(*(*33)(*91))9)1),729,9,(o(o(o(odd)(odd))d)d),__________9____91_9_9
2,5,(+03),3,3,(odd),____3
1,1,8,8,8,d,_
2,5,(+20),2,2,(odd),____2
7,45,(*(*33)(+(+(*(*92)5)6)(*6(*(*67)(*(*00)1))))),864,4,(o(odd)(o(o(o(odd)d)d)(od(o(odd)(o(odd)d))))),______9__________8_0_6_________2______0_00064
1,1,1,1,1,d,_
4,13,(*(*3(+73))9),270,0,(o(od(odd))d),_________00_0
2,5,(+00),0,0,(odd),____0
1,1,9,9,9,d,_
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
1,1,9,9,9,d,_
2,5,(+28),10,0,(odd),____0
1,1,0,0,0,d,_
7,45,(*(*33)(+(+(*(*92)5)2)(*6(*(*67)(*(*00)1))))),828,8,(o(odd)(o(o(o(odd)d)d)(od(o(odd)(o(odd)d))))),______9__________8_0_2_________2______0_00028
5,29,(+(+(*2(*00))0)(+(*2(*00))7)),7,7,(o(o(od(odd))d)(o(od(odd))d)),___________00_0_________00_77
4,17,(+(+0(+99))(+81)),27,7,(o(od(odd))(odd)),_________88____97
4,17,(+(+(+06)3)(+52)),16,6,(o(o(odd)d)(odd)),________6_9____76
